ticker,company,sector,industry_code,exchange,state,ipo_date,fiscal_year_end,employees,sales,cogs,sga,r_and_d,ebitda,ebit,interest_expense,net_income,dividends,capex,cfo,total_assets,total_liabilities,total_debt,cash,book_equity,shares_out,price,mktcap,ret_2025,vol,beta_2025
CMP,Compass Minerals Intl Inc,Materials,151040,NYSE,KS,2003-12-12,2025-09-30,1.849,1243.9,950.0,105.3,,188.6,85.4,68.5,-79.8,0.0,69.7,197.7,1519.4,1285.3,901.6,59.7,234.1,41.701,19.2,800.659,0.7458,0.528,0.5814
AMC,Amc Entertainment Holdings,Communication Services,502020,NYSE,KS,2013-12-18,2025-12-31,33.311,4848.9,4275.5,230.3,,343.1,29.7,530.2,-632.4,0.0,246.1,-119.8,8017.8,9912.6,8136.0,477.3,-1894.8,512.944,1.56,800.193,-0.608,0.549,0.9501
TH,Target Hospitality Corp,Consumer Discretionary,253010,NASDAQ,TX,,2025-12-31,0.902,320.635,220.662,54.727,,45.246,-28.272,8.418,-37.121,0.0,67.79,74.092,530.205,141.145,10.696,8.348,389.257,99.797,8.01,799.374,-0.1712,0.655,0.738
LIND,Lindblad Expeditions Hldgs,Consumer Discretionary,253010,NASDAQ,NY,,2025-12-31,1.55,771.019,418.018,241.949,,111.052,48.23,45.231,-29.721,0.0,47.745,111.583,979.958,1133.457,670.702,289.735,-284.526,55.323,14.42,797.758,0.2159,0.491,1.3662
GNK,Genco Shipping & Trading,Industrials,203030,NYSE,NY,2005-07-22,2025-12-31,0.036,342.054,243.279,37.883,,60.892,8.121,12.26,-4.366,32.939,92.435,31.89,1138.108,240.288,194.619,55.54,896.484,43.243,18.43,796.968,0.3914,0.347,0.8827
NBR,Nabors Industries Ltd,Energy,101010,NYSE,,,2025-12-31,13.9,3184.693,1914.376,358.13,53.063,912.187,262.953,215.366,286.624,0.0,715.948,693.266,4789.657,3352.014,2534.892,940.738,590.727,14.542,54.3,789.631,-0.0502,0.757,2.1328
AQST,Aquestive Therapetc Inc,Health Care,352020,NASDAQ,NJ,2018-07-25,2025-12-31,0.147,44.545,18.087,83.735,17.192,-57.277,-57.851,17.1,-83.784,0.0,0.562,-52.432,160.425,194.087,130.445,121.169,-33.662,122.044,6.46,788.404,0.8146,0.748,1.3296
GHRS,Gh Research Plc,Health Care,352020,NASDAQ,,2021-06-25,2025-12-31,0.073,0.0,0.0,60.383,38.765,-60.383,-60.718,0.463,-48.258,0.0,0.121,-43.552,288.23,8.527,0.512,280.708,279.703,62.029,12.7,787.768,0.8143,1.028,0.7163
RIGL,Rigel Pharmaceuticals Inc,Health Care,352010,NASDAQ,CA,2000-11-29,2025-12-31,0.174,294.282,17.206,149.195,33.295,127.881,125.466,7.32,367.024,0.0,0.0,75.655,513.594,122.114,53.303,154.955,391.48,18.311,42.83,784.26,1.5464,0.731,0.9414
FWRD,Forward Air Corp,Industrials,203010,NASDAQ,TX,1993-11-16,2025-12-31,6.356,2495.118,2063.273,191.545,,240.3,87.662,180.747,-107.796,0.0,29.116,44.384,2718.944,2557.28,2159.667,105.996,113.344,31.327,25.0,783.175,-0.2248,0.782,2.4486
VTS,Vitesse Energy Inc,Energy,101020,NYSE,CO,,2025-12-31,0.037,273.989,103.135,24.314,,146.54,17.129,10.205,25.277,91.832,127.662,170.349,893.35,264.033,124.5,1.328,629.317,40.615,19.26,782.245,-0.1505,0.348,0.909
NRGV,Energy Vault Holdings Inc,Industrials,201040,NYSE,CA,2021-02-04,2025-12-31,0.148,203.671,155.681,117.76,14.635,-69.77,-73.205,8.464,-103.611,0.0,41.093,-5.649,312.876,224.26,97.16,63.302,67.491,168.969,4.61,778.947,1.0219,1.159,2.342
IIIV,I3 Verticals Inc,Information Technology,451030,NASDAQ,TN,2018-06-21,2025-09-30,1.202,213.158,66.587,106.868,,39.703,11.803,2.004,17.873,0.0,1.941,5.694,638.411,120.688,4.791,66.672,389.582,23.983,32.46,778.488,0.0933,0.379,0.776
BLND,Blend Labs Inc,Information Technology,451030,NYSE,CA,2021-07-16,2025-12-31,0.419,123.585,29.13,108.865,32.843,-14.41,-17.698,0.0,-8.055,0.0,11.593,11.512,170.045,41.023,1.477,68.317,-30.473,256.043,3.04,778.371,-0.2779,0.602,0.5689
TK,Teekay Corporation Ltd,Energy,101020,NYSE,,1995-07-19,2025-12-31,2.13,949.52,601.486,54.767,,293.267,206.637,2.896,98.111,86.574,292.27,301.767,2360.07,197.467,46.377,973.427,724.529,86.057,9.03,777.095,0.4756,0.358,0.4429
OPTU,Optimum Communications Inc,Communication Services,502010,NYSE,NY,2017-06-22,2025-12-31,9.5,8590.467,2637.181,2681.74,,3271.546,1574.572,1790.849,-1869.024,0.0,1347.294,1228.457,30703.838,32996.066,26496.225,1119.585,-2314.156,470.434,1.65,776.216,-0.3154,0.636,1.4056
SERV,Serve Robotics Inc,Consumer Discretionary,253010,NASDAQ,CA,,2025-12-31,0.38,2.651,9.82,94.956,45.267,-102.125,-110.338,0.003,-101.361,0.0,37.334,-80.24,367.751,17.007,5.254,233.409,350.744,74.735,10.38,775.749,-0.2311,1.237,2.7688
BFS,Saul Centers Inc,Real Estate,601070,NYSE,MD,1993-08-19,2025-12-31,0.168,290.002,143.264,26.932,0.0,,119.806,79.962,37.511,57.484,0.0,99.796,2162.678,1685.421,1602.802,8.741,122.82,24.551,31.53,774.093,-0.1279,0.207,0.4221
HIPO,Hippo Holdings Inc,Financials,403010,NYSE,CA,,2025-12-31,0.54,468.6,361.2,113.0,32.5,-5.6,-25.9,1.2,57.7,0.0,0.1,9.2,1905.5,1469.4,52.4,440.7,436.1,25.7,30.08,773.056,0.1236,0.514,1.0963
BFST,Business First Bancshs Inc,Financials,401010,NASDAQ,LA,2018-04-09,2025-12-31,0.842,513.403,203.166,142.848,,167.389,161.709,,87.861,16.844,0.066,92.083,8214.74,7317.857,578.086,609.155,824.953,29.511,26.14,771.418,0.0403,0.3,0.8483
AVXL,Anavex Life Sciences Corp,Health Care,352010,NASDAQ,NY,,2025-09-30,0.034,0.0,0.0,51.408,37.592,-51.408,-51.408,0.0,-46.377,0.0,0.0,-39.044,103.815,8.946,0.0,102.577,94.869,86.669,8.9,771.354,-0.6685,0.836,1.123
CCNE,Cnb Financial Corp/Pa,Financials,401010,NASDAQ,PA,,2025-12-31,0.95,432.51,159.164,107.945,,165.401,154.495,,66.131,18.19,6.332,64.983,8396.435,7524.308,331.292,527.896,814.342,29.473,26.17,771.308,0.0839,0.27,0.7477
MCB,Metropolitan Bank Hldng,Financials,401010,NYSE,NY,2017-11-08,2025-12-31,0.328,527.149,249.635,94.351,,183.163,183.163,,71.098,3.12,6.257,88.68,8255.716,7512.604,80.932,393.587,743.112,10.089,76.36,770.396,0.3132,0.338,0.8944
AOSL,Alpha And Omega Semiconducto,Information Technology,453010,NASDAQ,CA,2010-04-29,2025-06-30,2.428,696.162,472.762,183.418,94.265,39.982,-22.414,2.639,-96.976,0.0,37.18,29.668,1034.303,211.971,50.908,153.498,822.332,30.009,25.66,770.031,-0.465,0.776,2.8078
REAX,Real Remax Group Inc,Real Estate,602010,NASDAQ,FL,,2025-12-31,0.435,1968.416,1802.728,171.979,17.443,-6.291,-8.22,0.554,-8.105,0.0,1.1,65.926,126.861,75.276,0.0,76.282,51.675,210.478,3.65,768.245,-0.2065,0.477,0.9151
ADSE,Ads Tec Energy Plc,Industrials,201040,NASDAQ,,2021-01-22,2025-12-31,0.302,37.054,45.577,47.249,9.966,-55.772,-67.656,50.041,-64.8,0.0,3.385,-43.425,105.964,118.67,9.625,8.204,-12.706,60.436,12.68,766.328,-0.1825,0.592,0.7839
GDYN,Grid Dynamics Holdgs Inc,Information Technology,451020,NASDAQ,CA,,2025-12-31,4.961,411.827,249.774,140.0,23.665,22.053,2.348,0.0,9.668,0.0,15.334,40.6,612.89,70.817,17.036,342.058,542.073,84.843,9.03,766.132,-0.594,0.545,1.3808
SNCY,Sun Conty Air Hld Inc,Industrials,203020,NASDAQ,MN,2021-03-17,2025-12-31,3.281,1126.769,775.888,149.544,,201.337,102.459,36.47,52.809,0.0,73.128,157.106,1680.464,1055.308,591.826,255.67,625.156,53.223,14.39,765.879,-0.013,0.603,1.8833
MCBS,Metrocity Bankshares Inc,Financials,401010,NASDAQ,GA,,2025-12-31,0.317,246.012,90.061,42.462,,113.489,113.489,,68.532,24.552,0.674,37.702,4768.4,4224.216,525.306,383.676,544.184,28.818,26.54,764.83,-0.1404,0.271,0.7003
FSBC,Five Star Bancorp,Financials,401010,NASDAQ,CA,2021-05-05,2025-12-31,0.238,255.468,106.728,40.667,,108.073,105.826,,61.606,17.085,1.197,72.612,4754.861,4309.029,85.913,506.951,445.832,21.367,35.78,764.511,0.2206,0.275,0.6962
BBW,Build-A-Bear Workshop Inc,Consumer Discretionary,255040,NYSE,MO,2004-10-28,2026-01-31,5.5,529.832,219.251,229.203,0.0,81.378,66.426,,52.203,11.533,25.545,65.052,345.453,190.425,127.298,26.755,155.028,12.809,59.68,764.441,0.3538,0.608,1.4198
BLDP,Ballard Power Systems Inc,Industrials,201040,NASDAQ,BC,1995-11-08,2025-12-31,0.492,99.37,92.953,82.875,58.741,-76.458,-80.537,1.884,-90.914,0.0,9.844,-56.167,682.388,92.458,22.14,531.254,589.93,300.785,2.54,763.994,0.5301,0.733,1.2401
LINC,Lincoln Educational Services,Consumer Discretionary,253020,NASDAQ,NJ,2005-06-23,2025-12-31,2.59,518.241,185.161,280.483,,52.597,31.766,3.394,19.998,0.0,86.633,59.311,493.164,293.476,203.864,28.519,199.688,31.624,24.15,763.72,0.5266,0.477,0.84
NXRT,Nexpoint Residential Tr Inc,Real Estate,601060,NYSE,TX,,2025-12-31,0.001,251.538,188.963,34.122,0.0,28.453,28.453,60.735,-32.027,53.755,0.0,83.589,1886.419,1585.995,1557.512,45.18,295.496,25.364,30.1,763.456,-0.2328,0.288,0.6727
JBIO,Jade Biosciences Inc,Health Care,352010,NASDAQ,MA,2021-06-30,2025-12-31,0.055,0.0,0.0,113.516,93.121,-113.516,-113.542,0.0,-127.41,0.0,0.196,-94.689,349.781,17.263,0.851,336.158,332.516,49.316,15.43,760.946,0.5445,0.742,0.4592
DCH,Dauch Corp,Consumer Discretionary,251010,NYSE,MI,1999-01-29,2025-12-31,18.0,5836.7,4816.9,389.0,147.0,630.8,233.7,211.8,-19.7,0.0,256.5,411.6,6670.2,6030.2,4252.1,2205.5,640.0,118.7,6.41,760.867,0.0995,0.534,1.3426
NPK,National Presto Inds Inc,Industrials,201010,NYSE,WI,,2025-12-31,1.2,503.524,419.578,36.121,,47.825,42.689,0.0,33.084,7.142,27.034,-9.137,500.729,105.594,33.065,3.755,395.135,7.124,106.76,760.558,0.0962,0.307,0.5913
SCHL,Scholastic Corp,Communication Services,502010,NASDAQ,NY,1992-02-25,2026-05-31,6.905,1581.9,689.8,791.7,,100.4,41.6,14.1,56.7,18.8,48.4,50.9,1728.1,977.3,419.5,134.9,750.8,18.748,40.5,759.294,0.44,0.506,0.542
NBN,Northeast Bank,Financials,401010,NASDAQ,ME,,2025-06-30,0.234,350.997,146.911,52.536,,151.55,148.403,,83.443,0.335,0.707,54.127,4279.068,3784.782,339.235,413.619,494.286,8.525,88.99,758.64,0.1335,0.358,0.8807
OPY,Oppenheimer Holdings Inc,Financials,402030,NYSE,NY,,2025-12-31,2.947,1638.071,1328.673,,,309.398,297.752,86.561,148.403,18.062,5.193,188.752,3722.415,2725.386,1404.632,146.012,983.823,10.488,72.29,758.178,0.1557,0.308,0.9782
TDAY,Usa Today Co Inc,Communication Services,502010,NYSE,NY,,2025-12-31,9.5,2302.226,1410.788,639.748,,251.69,85.931,97.225,1.749,0.0,51.486,114.389,1837.158,1682.546,1134.094,90.25,155.111,147.125,5.15,757.694,0.0178,0.592,1.1484
WOOF,Petco Health And Wellness Co,Consumer Discretionary,255040,NASDAQ,CA,2021-01-14,2026-01-31,29.0,5961.467,3459.685,2184.639,0.0,317.143,120.433,131.199,9.066,0.0,127.097,314.05,5173.425,4009.171,2865.477,269.412,1164.254,281.51,2.69,757.262,-0.2625,0.816,0.9728
PLOW,Douglas Dynamics Inc,Industrials,201060,NYSE,WI,2010-05-05,2025-12-31,1.764,656.053,465.994,93.37,7.697,96.689,75.149,12.114,46.897,27.936,11.133,74.69,626.701,345.255,219.05,8.297,281.446,23.07,32.65,753.236,0.4384,0.266,0.6559
ARVN,Arvinas Inc,Health Care,352020,NASDAQ,CT,2018-09-27,2025-12-31,0.246,262.6,374.5,,285.2,-111.9,-114.9,,-80.8,0.0,1.9,-273.8,717.9,284.0,9.1,685.4,433.9,63.5,11.86,753.11,-0.3813,0.845,0.9939
FULC,Fulcrum Therapeutics Inc,Health Care,352020,NASDAQ,MA,2019-07-18,2025-12-31,0.055,0.0,83.379,,56.103,-83.379,-84.769,0.0,-74.88,0.0,0.314,-60.065,366.284,17.284,6.443,352.306,349.0,66.579,11.31,753.008,1.4064,0.909,1.2195
LAES,Sealsq Corp,Information Technology,453010,NASDAQ,,,2025-12-31,0.185,18.252,7.396,51.036,12.477,-40.18,-42.406,0.548,-34.194,0.0,0.743,-31.257,504.179,42.671,7.998,427.689,461.508,199.025,3.78,752.314,-0.3854,1.403,2.2475
ANNX,Annexon Inc,Health Care,352010,NASDAQ,CA,2020-07-24,2025-12-31,0.096,0.0,0.0,214.241,184.698,-214.241,-216.407,0.0,-206.69,0.0,0.137,-186.356,277.571,65.923,26.201,238.345,211.648,149.363,5.02,749.802,-0.0214,0.855,1.0445
MATW,Matthews Intl Corp  -Cl A,Consumer Discretionary,253020,NASDAQ,PA,1994-07-20,2025-09-30,5.5,1497.689,938.67,442.795,16.733,116.224,44.478,62.895,-24.471,33.314,35.818,-23.55,1694.442,1213.5,764.117,32.433,480.942,30.796,24.28,747.727,-0.0149,0.433,0.9241
SSYS,Stratasys Ltd,Industrials,201060,NASDAQ,MN,1994-10-20,2025-12-31,1.757,551.102,274.991,288.436,77.304,-12.325,-55.499,,-104.285,0.0,22.113,15.144,1073.764,230.864,26.5,245.356,842.9,86.11,8.68,747.435,-0.0236,0.555,0.9189
TRST,Trustco Bank Corp/Ny,Financials,401010,NASDAQ,NY,,2025-12-31,0.819,278.361,92.043,74.892,,111.426,106.611,,61.137,27.644,11.865,57.603,6440.7,5754.111,156.445,730.427,686.589,18.029,41.33,745.139,0.293,0.26,0.6895
IIIN,Insteel Industries,Industrials,201020,NYSE,NC,,2025-09-30,1.007,647.706,535.878,39.002,,72.826,54.436,0.052,41.02,21.761,8.213,27.163,462.65,91.118,3.903,38.63,371.532,19.42,38.34,744.563,0.2154,0.398,0.8397
HTB,Hometrust Bancshares Inc,Financials,401010,NYSE,NC,2012-07-11,2025-12-31,0.574,291.021,86.338,82.977,,121.706,108.847,,64.364,8.381,6.716,49.49,4545.635,3944.945,184.267,343.533,600.69,17.286,42.94,742.261,0.2912,0.254,0.7027
SWIM,Latham Group Inc,Consumer Discretionary,252020,NASDAQ,NY,2021-04-23,2025-12-31,1.804,545.912,341.414,122.565,,81.933,30.579,25.805,11.124,0.0,25.385,63.43,823.223,417.362,314.375,71.043,405.861,116.767,6.35,741.47,-0.0876,0.669,1.8387
CLB,Core Laboratories Inc,Energy,101010,NYSE,TX,1995-09-20,2025-12-31,3.3,526.52,415.787,45.43,,65.303,50.654,10.572,29.669,1.869,14.589,37.031,584.01,311.802,164.02,22.702,265.986,46.095,16.03,738.903,-0.0712,0.629,1.5749
DGICA,Donegal Group Inc,Financials,403010,NASDAQ,PA,,2025-12-31,,978.015,878.921,,,99.094,98.944,1.351,79.341,26.29,0.0,70.199,2386.629,1746.211,35.0,94.141,640.418,36.96,19.98,738.461,0.3465,0.248,0.2722
HTBK,Heritage Commerce Corp,Financials,401010,NASDAQ,CA,1998-07-30,2025-12-31,0.342,269.088,73.44,76.481,,119.167,116.049,,47.83,31.917,0.377,61.675,5764.697,5056.131,68.276,647.028,708.566,61.369,12.01,737.042,0.3497,0.279,0.7914
RSKD,Riskified Ltd,Information Technology,451030,NYSE,NY,2021-07-29,2025-12-31,0.67,344.638,165.115,205.026,69.413,-25.503,-29.05,0.0,-27.565,0.0,0.81,33.879,410.571,115.812,25.022,297.58,294.759,148.152,4.97,736.315,0.0507,0.408,1.0212
JBSS,Sanfilippo John B&Son,Consumer Staples,302020,NASDAQ,IL,1991-12-03,2025-06-30,1.9,1107.246,878.239,117.366,3.493,111.641,84.711,3.552,58.934,24.404,50.712,30.545,597.603,236.906,102.122,0.585,360.697,11.64,63.24,736.114,-0.1587,0.329,0.1655
CNNE,Cannae Holdings Inc,Financials,402010,NYSE,NV,,2025-12-31,6.602,423.6,531.3,,,-107.7,-119.6,11.9,-513.2,30.6,10.4,-18.1,1320.7,329.8,209.0,182.0,1023.8,46.704,15.73,734.654,-0.1836,0.327,0.8815
CAC,Camden National Corp,Financials,401010,NASDAQ,ME,1997-10-07,2025-12-31,0.683,372.502,139.688,108.757,,124.057,112.956,,65.16,29.463,5.708,63.912,6974.584,6278.026,665.263,97.492,696.558,16.924,43.38,734.163,0.0585,0.289,0.7612
RGNX,Regenxbio Inc,Health Care,352010,NASDAQ,MD,2015-09-17,2025-12-31,0.371,170.441,315.845,,228.299,-145.404,-161.019,45.008,-193.878,0.0,2.414,-123.963,453.032,350.299,260.518,230.07,102.733,50.892,14.4,732.845,0.8629,0.826,1.8188
TMQ,Trilogy Metals Inc,Materials,151040,NYSE American,BC,,2025-11-30,0.005,0.0,0.0,9.439,,-9.439,-9.439,0.0,-42.241,0.0,0.0,-3.248,157.304,33.183,0.111,51.613,124.121,171.07,4.28,732.18,2.7155,2.38,0.7516
TREE,Lendingtree Inc,Financials,402020,NASDAQ,NC,,2025-12-31,0.926,1117.324,42.525,965.692,45.251,109.107,87.458,39.192,151.308,0.0,12.423,73.103,855.692,568.895,439.611,81.073,286.797,13.769,53.09,730.996,0.3701,0.691,1.1656
BZH,Beazer Homes Usa Inc,Consumer Discretionary,252010,NYSE,GA,1994-02-23,2025-09-30,1.018,2371.555,2034.041,281.741,,55.773,36.605,86.529,45.588,0.0,28.501,31.981,2609.708,1360.802,1056.876,218.571,1248.906,29.762,24.55,730.657,-0.2618,0.491,1.014
NAT,Nordic American Tankers Ltd,Energy,101020,NYSE,,1997-09-30,2025-12-31,0.018,291.69,176.818,28.143,,86.729,28.994,35.752,12.271,76.23,134.45,19.824,902.164,456.643,424.144,45.863,445.521,211.751,3.44,728.423,0.5464,0.343,0.3162
MAX,Mediaalpha Inc,Communication Services,502030,NYSE,CA,2020-10-28,2025-12-31,0.147,1113.6,946.036,86.398,21.396,81.166,77.914,11.243,25.623,0.0,0.34,65.598,383.831,413.025,154.789,46.876,4.077,56.207,12.95,727.881,0.147,0.542,0.9906
CCBG,Capital City Bk Group Inc,Financials,401010,NASDAQ,FL,,2025-12-31,0.927,286.742,38.003,135.131,,113.608,106.092,,61.557,17.063,7.589,87.614,4385.765,3832.914,120.286,529.971,552.851,17.084,42.57,727.266,0.1915,0.269,0.5639
CTMX,Cytomx Therapeutics Inc,Health Care,352010,NASDAQ,CA,2015-10-08,2025-12-31,0.069,76.201,94.331,,68.728,-18.13,-19.506,0.0,-17.368,0.0,0.22,-75.587,151.566,52.558,4.24,137.052,99.008,170.186,4.26,724.992,3.1359,1.606,2.2292
LXEO,Lexeo Therapeutics Inc,Health Care,352010,NASDAQ,NY,2023-11-03,2025-12-31,0.059,0.0,0.0,108.669,63.797,-108.669,-109.257,0.095,-99.961,0.0,0.397,-98.561,268.688,22.019,7.886,181.767,246.669,73.001,9.93,724.9,0.5091,1.231,2.2018
GOSS,Gossamer Bio Inc,Health Care,352010,NASDAQ,CA,2019-02-08,2025-12-31,0.162,48.471,211.7,,181.568,-163.229,-163.253,10.989,-170.37,0.0,0.079,-171.266,172.249,295.009,202.906,136.932,-122.76,233.677,3.1,724.399,2.4269,0.906,1.5496
FBYD,Falcon'S Beyond Global Inc,Industrials,202020,NASDAQ,FL,2021-03-16,2025-12-31,0.243,14.896,3.952,26.295,0.199,-15.351,-15.7,3.384,2.839,0.0,0.153,-24.603,66.702,42.881,17.98,1.868,11.919,48.155,15.01,722.807,0.8777,1.181,0.6729
MTA,Metalla Rylty Strmng Ltd,Materials,151040,NYSE American,BC,,2025-12-31,0.009,11.739,0.0,9.563,,2.176,-0.064,1.85,-4.241,0.0,2.437,4.408,270.866,19.113,12.176,9.794,251.753,92.899,7.78,722.754,2.0996,0.521,0.7274
TLRY,Tilray Brands Inc,Health Care,352020,NASDAQ,ON,,2026-05-31,3.595,915.454,604.847,300.019,0.361,10.588,-57.013,29.912,-121.397,0.0,32.987,-69.144,2328.012,733.145,398.401,234.631,1614.332,131.094,5.51,722.328,-0.3211,1.374,1.5417
ATEX,Anterix Inc,Communication Services,501010,NASDAQ,NJ,2015-02-03,2026-03-31,0.064,6.501,0.0,47.666,4.703,-41.165,-41.629,0.0,90.635,0.0,0.031,5.511,465.21,202.889,4.419,104.663,262.321,18.914,38.19,722.326,-0.2882,0.506,0.6775
AMSF,Amerisafe Inc,Financials,403010,NASDAQ,LA,2005-11-18,2025-12-31,,317.252,257.659,,,59.593,58.851,,47.145,48.4,2.148,11.07,1130.544,878.946,0.491,145.722,251.598,18.795,38.41,721.916,-0.2071,0.22,0.2337
INDI,Indie Semiconductor Inc,Information Technology,453010,NASDAQ,CA,,2025-12-31,0.8,217.394,89.909,231.286,154.092,-103.801,-144.214,17.642,-143.066,0.0,14.294,-57.13,840.786,456.773,369.674,155.741,358.029,204.099,3.53,720.469,-0.1284,0.87,2.5896
BRSP,Brightspire Capital Inc,Financials,402040,NYSE,NY,2018-02-01,2025-12-31,0.047,330.587,166.568,71.054,,,92.965,150.982,-31.148,83.0,0.0,73.025,3564.83,2636.425,2489.943,173.835,938.432,128.627,5.6,720.311,0.1159,0.272,0.7178
THFF,First Financial Corp,Financials,401010,NASDAQ,IN,,2025-12-31,0.946,347.56,93.92,108.587,,145.053,132.833,,79.208,24.781,3.983,90.405,5756.126,5105.257,488.223,130.844,650.869,11.881,60.42,717.85,0.3615,0.287,0.7491
GRPN,Groupon Inc,Consumer Discretionary,255030,NASDAQ,IL,2011-11-04,2025-12-31,1.734,498.422,36.353,430.511,,31.558,12.956,14.254,-83.52,0.0,14.624,64.498,670.406,712.796,349.599,325.612,-42.562,40.732,17.61,717.291,0.4494,0.837,1.0674
CARS,Cars.Com Inc,Communication Services,502030,NYSE,IL,,2025-12-31,1.7,723.239,240.658,306.379,,176.202,84.36,30.382,20.052,0.0,25.905,151.639,1062.418,589.888,468.473,56.236,472.53,58.636,12.2,715.359,-0.296,0.5,1.1146
FOXF,Fox Factory Holding Cp,Consumer Discretionary,251010,NASDAQ,GA,,2025-12-31,3.7,1467.321,999.506,315.894,69.441,151.921,61.768,53.667,-544.579,0.0,33.967,60.918,1671.749,1001.744,779.55,58.008,670.184,41.802,17.11,715.232,-0.4348,0.593,1.5585
MPB,Mid Penn Bancorp Inc,Financials,401010,NASDAQ,PA,,2025-12-31,0.723,350.192,125.972,92.959,,131.261,123.36,,56.248,18.16,8.234,80.035,6133.896,5319.838,59.377,98.918,814.058,23.047,31.02,714.918,0.1065,0.279,0.6976
MTUS,Metallus Inc,Materials,151040,NYSE,OH,,2025-12-31,1.865,1158.3,1006.6,94.0,,57.7,1.1,1.8,-1.2,0.0,109.0,16.0,1140.2,454.2,14.9,157.5,686.0,41.653,17.16,714.765,0.2144,0.441,1.1954
HOV,Hovnanian Entrprs Inc  -Cl A,Consumer Discretionary,252010,NYSE,NJ,,2025-10-31,1.891,2978.581,2415.701,349.838,,213.042,199.179,116.986,63.865,0.0,22.097,188.279,2633.913,1802.978,1296.325,318.647,695.636,5.94,120.23,714.166,-0.2711,0.682,1.3004
FVRR,Fiverr International Ltd,Industrials,202020,NYSE,,2019-06-13,2025-12-31,0.528,430.909,68.255,322.457,90.664,40.197,25.505,2.422,20.983,0.0,0.647,104.589,684.601,272.617,4.163,286.329,411.984,36.093,19.76,713.198,-0.3772,0.446,0.9728
ERII,Energy Recovery Inc,Industrials,201060,NASDAQ,CA,2008-06-02,2025-12-31,0.23,134.987,43.296,63.376,13.034,28.315,24.555,0.0,22.962,0.0,1.33,18.77,231.514,25.322,9.429,75.249,206.192,52.807,13.49,712.366,-0.0823,0.412,0.8815
GDEN,Golden Entertainment Inc,Consumer Discretionary,253010,NASDAQ,NV,1999-01-04,2025-12-31,4.9,634.911,293.676,219.182,0.0,122.053,31.771,30.665,-6.043,19.714,47.481,83.062,1018.084,597.187,517.954,55.328,420.897,26.185,27.19,711.97,-0.1065,0.48,0.7162
GDOT,Green Dot Corp,Financials,402020,NYSE,UT,2010-07-22,2025-12-31,0.9,1990.713,1413.219,521.685,,55.809,-29.711,6.152,-98.866,0.0,72.54,138.557,5985.236,5094.991,65.465,1421.734,890.245,55.565,12.81,711.788,0.2039,0.661,1.3201
SDEV,Stablecoin Development Corp,Health Care,352020,NYSE American,CA,2007-10-26,2025-12-31,0.004,0.0,0.0,7.585,0.0,-7.585,-7.585,0.277,-22.141,4.817,0.0,2.703,9.035,31.861,0.776,7.958,-23.182,126.08,5.64,711.091,14.2496,1.827,0.6334
ETD,Ethan Allen Interiors Inc,Consumer Discretionary,252010,NYSE,CT,1993-03-16,2025-06-30,3.211,614.649,227.351,309.444,,77.854,62.331,0.243,51.596,50.084,11.268,61.696,737.099,254.83,124.356,136.133,482.355,25.432,27.85,708.281,-0.1329,0.348,0.8642
CTEV,Claritev Corp,Health Care,351030,NYSE,VA,,2025-12-31,3.0,965.413,253.411,220.921,,491.081,45.655,392.022,-284.282,0.0,129.601,117.324,4888.458,5055.633,4616.071,28.341,-173.9,16.553,42.75,707.641,1.8924,1.023,0.9869
ACDC,Profrac Holding Corp,Energy,101010,NASDAQ,TX,2022-05-13,2025-12-31,2.28,1941.8,1454.6,190.5,,296.7,-119.6,138.8,-369.0,0.0,169.9,189.5,2573.1,1692.4,1185.6,22.9,717.5,180.871,3.89,703.588,-0.4987,1.003,2.0864
UAMY,U S Antimony Corp,Materials,151040,NYSE,TX,,2025-12-31,0.101,39.258,28.139,18.752,,-7.633,-8.878,,-4.34,0.0,27.808,-9.691,153.926,12.971,0.244,35.072,140.946,140.042,5.02,703.011,1.8362,1.198,1.3644
MYE,Myers Industries Inc,Materials,151030,NYSE,OH,,2025-12-31,2.2,825.742,525.511,176.222,,124.009,84.732,29.421,34.928,20.364,19.553,86.761,851.321,557.095,378.667,45.05,294.226,37.382,18.72,699.791,0.7572,0.479,1.0606
HTLD,Heartland Express Inc,Industrials,203040,NASDAQ,IA,,2025-12-31,3.63,805.709,708.378,,,97.331,-61.867,11.49,-52.453,6.223,156.168,89.314,1191.617,436.298,161.42,18.724,755.319,77.445,9.03,699.328,-0.188,0.373,0.7826
IVVD,Invivyd Inc,Health Care,352010,NASDAQ,CT,2021-08-06,2025-12-31,0.122,53.426,2.992,105.239,38.308,-54.805,-55.56,0.0,-52.489,0.0,0.155,-58.135,276.883,35.343,2.494,226.689,241.54,281.987,2.47,696.508,4.5744,2.634,0.9396
ADTN,Adtran Holdings Inc,Information Technology,452010,NASDAQ,AL,1994-08-09,2025-12-31,3.338,1083.807,576.306,430.267,204.276,77.234,-15.312,19.344,-45.656,0.0,31.737,129.767,1204.493,685.335,252.13,130.87,145.83,79.926,8.69,694.557,0.0432,0.604,1.7086
SWBI,Smith & Wesson Brands Inc,Consumer Discretionary,252020,NASDAQ,TN,1998-11-04,2026-04-30,1.386,523.845,365.128,98.577,10.304,60.14,29.073,7.186,18.481,23.229,23.748,114.195,512.766,136.207,53.142,33.352,376.559,44.606,15.54,693.177,0.0317,0.436,0.5982
